bbox, 209.2779, 7424.8696, -3101.8853, 1737.4181, 725.7474, 1045.6676
cut, 0.1607, 2.1162, -0.7207, 0.032242, -0.612594, 0.788648, -0.041508
cut, 0.1559, 2.1150, -0.7207, 0.030266, -0.612695, 0.788778, -0.038964
cut, 0.1510, 2.1137, -0.7207, 0.028286, -0.612790, 0.788899, -0.036415
cut, 0.1462, 2.1125, -0.7207, 0.026304, -0.612878, 0.789013, -0.033863
cut, 0.1413, 2.1113, -0.7207, 0.024319, -0.612960, 0.789119, -0.031308
cut, 0.1365, 2.1100, -0.7206, 0.022332, -0.613036, 0.789216, -0.028750
cut, 0.1316, 2.1088, -0.7206, 0.020343, -0.613105, 0.789305, -0.026189
cut, 0.1268, 2.1075, -0.7206, 0.018352, -0.613168, 0.789386, -0.023626
cut, 0.1220, 2.1063, -0.7206, 0.016359, -0.613224, 0.789459, -0.021061
cut, 0.1171, 2.1051, -0.7206, 0.014365, -0.613274, 0.789523, -0.018493
cut, 0.1123, 2.1038, -0.7206, 0.012369, -0.613318, 0.789579, -0.015924
cut, 0.1074, 2.1026, -0.7206, 0.010372, -0.613355, 0.789627, -0.013353
cut, 0.1026, 2.1014, -0.7206, 0.008374, -0.613385, 0.789666, -0.010781
cut, 0.0977, 2.1001, -0.7206, 0.006376, -0.613409, 0.789697, -0.008208
cut, 0.0929, 2.0989, -0.7206, 0.004376, -0.613427, 0.789719, -0.005634
cut, 0.0880, 2.0976, -0.7206, 0.002377, -0.613438, 0.789734, -0.003060
cut, 0.0832, 2.0964, -0.7206, 0.000377, -0.613442, 0.789739, -0.000485
cut, 0.0784, 2.0952, -0.7206, -0.001623, -0.613440, 0.789737, 0.002090
cut, 0.0735, 2.0939, -0.7205, -0.003623, -0.613432, 0.789726, 0.004664
cut, 0.0687, 2.0927, -0.7205, -0.005623, -0.613417, 0.789706, 0.007239
cut, 0.0638, 2.0915, -0.7205, -0.007622, -0.613395, 0.789679, 0.009812
cut, 0.0590, 2.0902, -0.7205, -0.009620, -0.613367, 0.789642, 0.012384
cut, 0.0541, 2.0890, -0.7205, -0.011617, -0.613332, 0.789598, 0.014956
cut, 0.0493, 2.0877, -0.7205, -0.013613, -0.613291, 0.789545, 0.017526
cut, 0.0444, 2.0865, -0.7205, -0.015608, -0.613244, 0.789484, 0.020094
cut, 0.0396, 2.0853, -0.7205, -0.017602, -0.613190, 0.789414, 0.022660
cut, 0.0347, 2.0840, -0.7205, -0.019593, -0.613129, 0.789337, 0.025224
cut, 0.0299, 2.0828, -0.7205, -0.021583, -0.613063, 0.789251, 0.027786
cut, 0.0251, 2.0816, -0.7205, -0.023571, -0.612989, 0.789156, 0.030345
cut, 0.0202, 2.0803, -0.7205, -0.025557, -0.612910, 0.789054, 0.032901
cut, 0.0154, 2.0791, -0.7205, -0.027540, -0.612824, 0.788943, 0.035455
cut, 0.0105, 2.0779, -0.7205, -0.029520, -0.612732, 0.788825, 0.038004
cut, 0.0057, 2.0766, -0.7204, -0.031498, -0.612633, 0.788698, 0.040551
cut, 0.0008, 2.0754, -0.7204, -0.033473, -0.612528, 0.788563, 0.043093
cut, -0.0040, 2.0741, -0.7204, -0.035445, -0.612418, 0.788420, 0.045631
cut, -0.0089, 2.0729, -0.7204, -0.037413, -0.612300, 0.788269, 0.048165
cut, -0.0137, 2.0717, -0.7204, -0.039378, -0.612177, 0.788111, 0.050695
cut, -0.0185, 2.0704, -0.7204, -0.041339, -0.612048, 0.787944, 0.053220
cut, -0.0234, 2.0692, -0.7204, -0.043297, -0.611913, 0.787770, 0.055740
cut, -0.0282, 2.0680, -0.7204, -0.045250, -0.611771, 0.787588, 0.058255
cut, -0.0331, 2.0667, -0.7204, -0.047200, -0.611624, 0.787398, 0.060764
cut, -0.0379, 2.0655, -0.7204, -0.049144, -0.611471, 0.787201, 0.063268
cut, -0.0428, 2.0642, -0.7204, -0.051085, -0.611312, 0.786996, 0.065766
cut, -0.0476, 2.0630, -0.7204, -0.053021, -0.611147, 0.786784, 0.068258
cut, -0.0525, 2.0618, -0.7204, -0.054952, -0.610976, 0.786564, 0.070744
cut, -0.0573, 2.0605, -0.7204, -0.056878, -0.610800, 0.786338, 0.073224
cut, -0.0621, 2.0593, -0.7203, -0.058799, -0.610618, 0.786103, 0.075697
cut, -0.0670, 2.0581, -0.7203, -0.060714, -0.610430, 0.785862, 0.078163
cut, -0.0718, 2.0568, -0.7203, -0.062625, -0.610237, 0.785613, 0.080622
cut, -0.0767, 2.0556, -0.7203, -0.064529, -0.610039, 0.785358, 0.083074
cut, -0.0815, 2.0544, -0.7203, -0.066428, -0.609835, 0.785095, 0.085519
cut, -0.0864, 2.0531, -0.7203, -0.068321, -0.609626, 0.784826, 0.087956
cut, -0.0912, 2.0519, -0.7203, -0.070208, -0.609411, 0.784550, 0.090386
cut, -0.0961, 2.0506, -0.7203, -0.072090, -0.609192, 0.784267, 0.092807
cut, -0.1009, 2.0494, -0.7203, -0.073964, -0.608967, 0.783978, 0.095221
cut, -0.1057, 2.0482, -0.7203, -0.075833, -0.608737, 0.783682, 0.097626
cut, -0.1106, 2.0469, -0.7203, -0.077695, -0.608502, 0.783380, 0.100023
cut, -0.1154, 2.0457, -0.7203, -0.079550, -0.608263, 0.783071, 0.102412
cut, -0.1203, 2.0445, -0.7203, -0.081399, -0.608018, 0.782756, 0.104792
cut, -0.1251, 2.0432, -0.7203, -0.083240, -0.607769, 0.782435, 0.107163
cut, -0.1300, 2.0420, -0.7202, -0.085075, -0.607514, 0.782108, 0.109525
cut, -0.1348, 2.0407, -0.7202, -0.086903, -0.607256, 0.781775, 0.111878
