bbox, -754.0833, 1456.7267, -1744.6004, 1510.2125, 587.9106, 1006.8083
cut, 0.5225, 1.6708, -0.2578, 0.000000, 0.724176, -0.689615, 0.000000
cut, 0.5178, 1.6706, -0.2595, 0.000000, 0.723740, -0.690073, 0.000000
cut, 0.5131, 1.6703, -0.2612, 0.000000, 0.723307, -0.690526, 0.000000
cut, 0.5084, 1.6700, -0.2629, 0.000000, 0.722878, -0.690976, 0.000000
cut, 0.5037, 1.6697, -0.2646, 0.000000, 0.722451, -0.691422, 0.000000
cut, 0.4990, 1.6694, -0.2663, 0.000000, 0.722027, -0.691865, 0.000000
cut, 0.4943, 1.6691, -0.2680, 0.000000, 0.721606, -0.692304, 0.000000
cut, 0.4896, 1.6688, -0.2698, 0.000000, 0.721189, -0.692739, 0.000000
cut, 0.4849, 1.6685, -0.2715, 0.000000, 0.720773, -0.693171, 0.000000
cut, 0.4802, 1.6682, -0.2732, 0.000000, 0.720361, -0.693599, 0.000000
cut, 0.4756, 1.6679, -0.2749, 0.000000, 0.719952, -0.694024, 0.000000
cut, 0.4709, 1.6676, -0.2766, 0.000000, 0.719545, -0.694446, 0.000000
cut, 0.4662, 1.6673, -0.2783, 0.000000, 0.719141, -0.694864, 0.000000
cut, 0.4615, 1.6670, -0.2800, 0.000000, 0.718740, -0.695279, 0.000000
cut, 0.4568, 1.6667, -0.2817, 0.000000, 0.718342, -0.695690, 0.000000
cut, 0.4521, 1.6664, -0.2834, 0.000000, 0.717946, -0.696099, 0.000000
cut, 0.4474, 1.6661, -0.2851, 0.000000, 0.717553, -0.696504, 0.000000
cut, 0.4427, 1.6658, -0.2868, 0.000000, 0.717163, -0.696906, 0.000000
cut, 0.4380, 1.6655, -0.2886, 0.000000, 0.716775, -0.697305, 0.000000
cut, 0.4334, 1.6652, -0.2903, 0.000000, 0.716390, -0.697701, 0.000000
cut, 0.4287, 1.6649, -0.2920, 0.000000, 0.716007, -0.698093, 0.000000
cut, 0.4240, 1.6646, -0.2937, 0.000000, 0.715627, -0.698483, 0.000000
cut, 0.4193, 1.6643, -0.2954, 0.000000, 0.715249, -0.698870, 0.000000
cut, 0.4146, 1.6640, -0.2971, 0.000000, 0.714874, -0.699253, 0.000000
cut, 0.4099, 1.6637, -0.2988, 0.000000, 0.714501, -0.699634, 0.000000
cut, 0.4052, 1.6634, -0.3005, 0.000000, 0.714131, -0.700012, 0.000000
cut, 0.4005, 1.6631, -0.3022, 0.000000, 0.713763, -0.700387, 0.000000
cut, 0.3958, 1.6628, -0.3039, 0.000000, 0.713398, -0.700760, 0.000000
cut, 0.3911, 1.6625, -0.3056, 0.000000, 0.713034, -0.701129, 0.000000
cut, 0.3865, 1.6622, -0.3074, 0.000000, 0.712674, -0.701496, 0.000000
cut, 0.3818, 1.6619, -0.3091, 0.000000, 0.712315, -0.701860, 0.000000
cut, 0.3771, 1.6616, -0.3108, 0.000000, 0.711959, -0.702221, 0.000000
cut, 0.3724, 1.6613, -0.3125, 0.000000, 0.711605, -0.702579, 0.000000
cut, 0.3677, 1.6610, -0.3142, 0.000000, 0.711254, -0.702935, 0.000000
cut, 0.3630, 1.6607, -0.3159, 0.000000, 0.710905, -0.703289, 0.000000
cut, 0.3583, 1.6604, -0.3176, 0.000000, 0.710557, -0.703639, 0.000000
cut, 0.3536, 1.6601, -0.3193, 0.000000, 0.710213, -0.703987, 0.000000
cut, 0.3489, 1.6598, -0.3210, 0.000000, 0.709870, -0.704333, 0.000000
cut, 0.3443, 1.6595, -0.3227, 0.000000, 0.709529, -0.704676, 0.000000
cut, 0.3396, 1.6592, -0.3244, 0.000000, 0.709191, -0.705017, 0.000000
cut, 0.3349, 1.6589, -0.3262, 0.000000, 0.708855, -0.705355, 0.000000
cut, 0.3302, 1.6586, -0.3279, 0.000000, 0.708520, -0.705690, 0.000000
cut, 0.3255, 1.6583, -0.3296, 0.000000, 0.708188, -0.706024, 0.000000
cut, 0.3208, 1.6580, -0.3313, 0.000000, 0.707858, -0.706355, 0.000000
cut, 0.3161, 1.6577, -0.3330, 0.000000, 0.707530, -0.706683, 0.000000
cut, 0.3114, 1.6574, -0.3347, 0.000000, 0.707204, -0.707009, 0.000000
cut, 0.3100, 1.6573, -0.3352, 0.000000, 0.707107, -0.707107, 0.000000
cut, 0.3100, 1.6573, -1.3574, 0.000000, 0.707107, -0.707107, 0.000000
cut, 0.3100, 1.8489, -1.3574, 0.000000, 0.707107, -0.707107, 0.000000
cut, 0.3100, 1.8489, -0.4544, 0.000000, 0.707107, -0.707107, 0.000000
cut, 0.3100, 2.5319, -0.4544, 0.000000, 0.707107, -0.707107, 0.000000
cut, 0.3100, 2.5319, -1.3574, 0.000000, 0.707107, -0.707107, 0.000000
cut, 0.3100, 2.6866, -1.3574, 0.000000, 0.707107, -0.707107, 0.000000
cut, 0.3100, 2.6866, -0.3527, 0.000000, 0.707107, -0.707107, 0.000000
p2p,
cut, 0.6368, 2.1300, -0.3199, 0.000000, -0.088015, 0.996119, 0.000000
cut, 0.6368, 2.1300, -0.9126, 0.003506, -0.087945, 0.995328, -0.039680
cut, 0.1008, 2.1300, -1.1566, 0.000000, 0.000000, 1.000000, 0.000000
cut, -0.1690, 2.1300, -1.1566, 0.000000, 0.000000, 1.000000, 0.000000
cut, -0.7384, 2.1300, -0.9016, 0.000000, 0.000034, 1.000000, -0.000015
cut, -0.7384, 2.1300, -0.3199, 0.000000, 0.000034, 1.000000, 0.000000
